,object_ID,Centroid_X,Centroid_Y,TimePoint,Track_ID
725,726,150.5954526833265,414.9627201966407,35,0
726,727,380.60246360582306,412.43673012318027,35,0
727,728,244.98014473928373,445.3961773984042,35,0
728,729,488.0321587410195,463.5302771125556,35,0
729,730,702.4671052631579,493.06677631578947,35,0
730,731,449.94074074074075,520.7087542087542,35,0
731,732,323.50306352789426,531.2273460174138,35,0
732,733,545.8883285302594,547.3703170028818,35,0
733,734,641.3084194977844,584.8590841949779,35,0
734,735,315.7828143476547,631.4375246353961,35,0
735,736,420.0699815837937,674.8126151012891,35,0
736,737,620.7964601769911,698.7996207332491,35,0
737,738,731.9873417721519,938.5754068716094,35,0
738,739,566.7019696480465,28.980949305779788,36,0
739,740,247.1394499878316,86.06741299586274,36,0
740,741,110.71981776765377,149.06325565095497,36,0
741,742,828.1771155468091,176.98032049479897,36,0
742,743,396.21174004192875,288.59381551362685,36,0
743,744,495.99567610062894,318.9304245283019,36,0
744,745,150.80289065772936,413.05655634687895,36,0
745,746,379.6,410.73234200743497,36,0
746,747,244.18976744186045,447.36241860465117,36,0
747,748,490.36854951185495,465.14539748953973,36,0
748,749,704.3797850906649,493.0117528542646,36,0
749,750,450.8539778449144,520.2792883517959,36,0
750,751,323.9964332036316,530.4238002594034,36,0
751,752,548.8211091234347,549.0747763864043,36,0
752,753,642.4668260609683,587.6667662881052,36,0
753,754,317.142799188641,633.0531440162272,36,0
754,755,419.8184601924759,675.8998250218723,36,0
755,756,618.1898294377763,700.5170562223626,36,0
756,757,500.53661971830985,773.5032863849765,36,0
757,758,722.3778071334214,920.0700132100396,36,0
758,759,735.9047619047619,923.952380952381,36,0
759,760,738.1904761904761,922.0952380952381,36,0
760,761,746.4295302013422,936.2315436241611,36,0
761,762,716.7987679671457,942.2381930184805,36,0
762,763,733.4397834912044,960.7821380243572,36,0
763,764,568.3633184996821,29.509535918626828,37,0
764,765,249.81542898341743,83.4957942802211,37,0
765,766,112.30481949137472,150.11773074871064,37,0
766,767,825.7412963487121,176.89725445796773,37,0
767,768,396.5622412365443,286.38062379243723,37,0
768,769,496.03193612774453,318.23552894211576,37,0
769,770,389.85972850678735,312.04977375565613,37,0
770,771,12.788354898336413,319.29390018484287,37,0
771,772,150.23345896147404,413.3130234505863,37,0
772,773,379.55328352339757,409.65709791584743,37,0
773,774,245.05282669138091,447.31529193697867,37,0
774,775,493.8101983002833,466.8838526912181,37,0
775,776,706.7172413793104,492.5471264367816,37,0
776,777,449.97457627118644,518.7323989569752,37,0
777,778,324.6020077720207,532.3669041450777,37,0
778,779,552.3974134917861,549.2387277175812,37,0
779,780,644.1984435797665,590.4465728823706,37,0
780,781,314.6352796052632,632.8063322368421,37,0
781,782,418.78292578292576,677.6911196911196,37,0
782,783,613.9821484497338,703.6843094268713,37,0
783,784,728.4464627151052,931.9760994263862,37,0
784,785,749.0879120879121,949.6263736263736,37,0
785,786,750.3225806451613,955.3225806451613,37,0
786,787,743.15,953.85,37,0
787,788,745.825,963.195,37,0
788,789,738.0666666666667,962.9555555555555,37,0
789,790,728.6337662337662,963.0701298701299,37,0
790,791,568.7362165731264,28.143941895014855,38,0
791,792,254.96129956999522,80.48447204968944,38,0
792,793,111.73006894113487,148.70903305639033,38,0
793,794,827.7617713004485,179.61631165919283,38,0
794,795,397.40282870612884,287.8808276584599,38,0
795,796,494.04086265607265,320.66174801362087,38,0
796,797,12.390154968094803,320.06289881494985,38,0
797,798,151.7339618774339,414.505431440869,38,0
798,799,376.13557312252965,407.897233201581,38,0
799,800,244.8505278755325,446.94795332468976,38,0
800,801,497.3526570048309,468.24361628709454,38,0
801,802,706.3070259865256,491.6583253128008,38,0
802,803,452.3573563600133,519.2809697774826,38,0
803,804,324.05791505791507,531.6435006435006,38,0
804,805,556.688927943761,549.8101933216169,38,0
805,806,645.6396773229758,590.8040035853003,38,0
806,807,313.072,633.2216,38,0
807,808,419.7656116338751,678.8242087254064,38,0
808,809,614.473161650636,703.4384114179336,38,0
809,810,493.31393775372123,779.3680649526387,38,0
810,811,733.2516233766233,938.5818181818182,38,0
811,812,566.4725057622654,27.494567006914718,39,0
812,813,257.3881785283474,78.96936067551266,39,0
813,814,110.72472811552862,148.52290960955608,39,0
814,815,824.1143962420558,177.83614258082343,39,0
815,816,396.9227892065188,287.16965001335825,39,0
816,817,492.5962406015038,319.12857142857143,39,0
817,818,153.4986578567004,413.79764608713606,39,0
818,819,375.31689875799776,408.8810688746707,39,0
819,820,245.84562511610625,444.70183912316554,39,0
820,821,497.937207748831,469.2441549766199,39,0
821,822,706.8863261943986,490.9288303130148,39,0
822,823,453.2573355817875,518.4340640809444,39,0
823,824,323.86734370041256,530.5099968264043,39,0
824,825,561.6539449541284,550.8117431192661,39,0
825,826,646.22659347362,593.3223543763343,39,0
826,827,314.59445337620576,630.032154340836,39,0
827,828,419.8854961832061,679.5684777727885,39,0
