OBJECT_ID,CENTROID // MEAN_X_(PX),CENTROID // MEAN_Y_(PX),TIMEPOINT,TRACK_ID
1079,742,940,45,0
1080,747.1797665,809.9859922,45,0
1081,827.6195715,175.6195715,45,0
1082,883.5,758,45,0
1083,894,709,45,0
1084,108.8675948,147.7550355,46,0
1085,153,413,46,0
1086,249.0083207,442.0056732,46,0
1087,255.3158083,74.62195994,46,0
1088,316,637.5,46,0
1089,324,532,46,0
1090,371,413,46,0
1091,394,286,46,0
1092,407.6592593,680.9333333,46,0
1093,461,528,46,0
1094,478,625,46,0
1095,485.5,778,46,0
1096,503.5,324,46,0
1097,503.6208333,472.6208333,46,0
1098,566,28,46,0
1099,576,552,46,0
1100,614.5521144,716.0655152,46,0
1101,658,604,46,0
1102,710,487,46,0
1103,744.8956707,809.451384,46,0
1104,742,941,46,0
1105,827,177.5,46,0
1106,886.3847607,763.6152393,46,0
1107,893.5,709,46,0
1108,111.0019927,144.4908668,47,0
1109,153,413,47,0
1110,250.7751196,446.0717703,47,0
1111,255.8598726,73.63619333,47,0
1112,316,641.5,47,0
1113,324,533.5,47,0
1114,369.5,413,47,0
1115,395,286.5,47,0
1116,408.7030913,685.4097771,47,0
1117,461,528,47,0
1118,478,625,47,0
1119,484.5,776,47,0
1120,502,472,47,0
1121,504,323,47,0
1122,566,28,47,0
1123,576,552,47,0
1124,617.1818739,712.6846295,47,0
1125,658,604,47,0
1126,708.5,488,47,0
1127,742,941,47,0
1128,767,821,47,0
1129,801.0011547,794.5127021,47,0
1130,827,178,47,0
1131,877.9550085,754.5050934,47,0
1132,891.5,709,47,0
1133,116.0240371,144.4876919,48,0
1134,153,413,48,0
1135,251.056683,444.0262421,48,0
1136,255.4715615,71.99379524,48,0
1137,316,642.5,48,0
1138,323.5,534,48,0
1139,366,411,48,0
1140,396,287,48,0
1141,410.9249823,687.0679406,48,0
1142,459.3847607,526.6152393,48,0
1143,472,625,48,0
1144,478.3877005,781.3877005,48,0
1145,501,326,48,0
1146,501.5,472,48,0
1147,566,28,48,0
1148,577,552,48,0
1149,613.513658,716.0480998,48,0
1150,658,604,48,0
1151,709,488.5,48,0
1152,742,941,48,0
1153,782,788,48,0
1154,827,176.5,48,0
1155,861.994575,758.0241109,48,0
1156,880.4956772,703.0115274,48,0
1157,113.3713811,139.6314665,49,0
1158,153,413,49,0
1159,248.7471776,438.6657544,49,0
1160,250.7766777,74.17491749,49,0
1161,315,639.5,49,0
1162,323,534.5,49,0
1163,364,410,49,0
1164,402,287,49,0
1165,409.017094,683.0135328,49,0
1166,460,527,49,0
1167,472,625,49,0
1168,479,774,49,0
1169,501,326,49,0
1170,501,469,49,0
1171,564,29,49,0
1172,579,552.5,49,0
1173,611.9323821,717.8796526,49,0
1174,653.6195715,606.6195715,49,0
1175,708.5244989,490.5077951,49,0
1176,742,941,49,0
1177,756,771,49,0
1178,803,758,49,0
1179,827,175.5,49,0
1180,845.8692098,748.8537693,49,0
1181,110.3772509,138.3697479,50,0
1182,153,413.5,50,0
1183,242.0442418,439.0597771,50,0
1184,255.4470785,76.0918197,50,0
1185,314.4723796,642.9922096,50,0
1186,322,535,50,0
1187,363,413.5,50,0
1188,402,287,50,0
1189,407.0686275,682.352187,50,0
1190,460,527,50,0
1191,472,625,50,0
1192,475.5788091,778.1217163,50,0
1193,498.5,467,50,0
1194,501,326,50,0
1195,564,29,50,0
1196,579,552.5,50,0
1197,617.7109544,723.2814534,50,0
1198,653,607,50,0
1199,708,487,50,0
1200,742.5,941,50,0
1201,791,742,50,0
1202,823.5,175,50,0
1203,816.2803738,762.3333333,50,0
1204,115.2699844,138.2979782,51,0
1205,153,414,51,0
1206,243.5759659,437.8005894,51,0
1207,258.5,76.5,51,0
1208,314,639,51,0
1209,322,535,51,0
1210,365,411,51,0
1211,402,286,51,0
1212,406.344652,682.0687606,51,0
1213,460,527,51,0
1214,468.5778175,780.6252236,51,0
1215,474,626,51,0
1216,500,467,51,0
1217,505,325,51,0
1218,564,29,51,0
1219,581,551,51,0
1220,620.5,720.5,51,0
1221,653,607,51,0
1222,708,489.5,51,0
1223,744,941,51,0
1224,794.2678984,729.2101617,51,0
1225,823,177,51,0
1226,818.5,755,51,0
1227,113.7576485,141.889922,52,0
1228,154,412,52,0
1229,246.2419041,442.6227332,52,0
1230,254.9355195,75.03426676,52,0
1231,314,641,52,0
1232,322,535,52,0
1233,364.5,411,52,0
1234,402,286,52,0
1235,407.5694076,681.9814324,52,0
1236,460,529.5,52,0
1237,465,782,52,0
1238,474,626,52,0
1239,502,467,52,0
1240,505,321,52,0
1241,564,29,52,0
1242,577,548.5,52,0
1243,621,718,52,0
1244,646.4294444,614.4688889,52,0
1245,707.0771381,491.1022918,52,0
1246,744,941,52,0
1247,823,176.5,52,0
1248,111.9821737,145.4666475,53,0
1249,154.5,411,53,0
1250,247.7343578,440.2129528,53,0
1251,257.0632552,75.96908316,53,0
1252,314,641.5,53,0
1253,322.5,534,53,0
1254,366,409,53,0
1255,402,286,53,0
1256,404.477717,680.7763878,53,0
1257,460,530,53,0
1258,463.9208185,782.4599644,53,0
1259,474,626.5,53,0
1260,498.5,467,53,0
1261,506,319,53,0
1262,564,29,53,0
1263,578,547,53,0
1264,630,717.5,53,0
1265,647,617,53,0
1266,705,493.5,53,0
1267,746,945,53,0
1268,823,178.5,53,0
1269,112.0589177,149.5254563,54,0
1270,155,409,54,0
1271,242.2697502,444.1350439,54,0
1272,258.3091716,76.15532544,54,0
1273,314,642,54,0
1274,323.6235294,534.3764706,54,0
1275,365.5,409,54,0
1276,402,286,54,0
1277,410.5605484,680.9916222,54,0
1278,460,535,54,0
1279,462.6026381,785.6834295,54,0
1280,477.6223717,629.3776283,54,0
1281,489.6208333,462.3791667,54,0
1282,508,319.5,54,0
1283,564,29,54,0
1284,580.5,545,54,0
1285,629,718,54,0
1286,647,617,54,0
1287,704,495.5,54,0
1288,746,952,54,0
1289,822.6839493,178.6519581,54,0
1290,117.5931839,148.0205711,55,0
1291,156.5,403,55,0
1292,240.5015674,446.5182863,55,0
1293,261.1101726,75.87807565,55,0
1294,315,643,55,0
1295,324,535.5,55,0
1296,371.5,408,55,0
1297,402,286,55,0
1298,404.9340974,684.4591691,55,0
1299,460,535,55,0
1300,464,785,55,0
1301,478,631,55,0
1302,489.7810438,453.7246551,55,0
1303,508,316,55,0
1304,564,29,55,0
1305,581,545,55,0
1306,627,720,55,0
1307,644,624,55,0
1308,705,496.5,55,0
1309,746,952,55,0
1310,822,178.5,55,0
1311,118.0290796,148.4875776,56,0
1312,156.1332046,407.0485843,56,0
1313,244.7910714,442.2241071,56,0
1314,265.89631,74.04870849,56,0
1315,317,644.5,56,0
1316,323.6235294,536.6235294,56,0
1317,369.5,408,56,0
1318,402,283.5,56,0
1319,413.3270337,691.7608874,56,0
1320,460,535.5,56,0
1321,464,785,56,0
1322,478,631,56,0
1323,489.1837088,455.3154246,56,0
1324,507.4763062,316.9933171,56,0
1325,564,29,56,0
1326,581.5,540,56,0
1327,631,725,56,0
1328,644,624,56,0
1329,705,494,56,0
1330,746,952,56,0
1331,825,176,56,0
1332,123.6264671,148.0434272,57,0
1333,155,408.5,57,0
1334,243.468058,443.0173072,57,0
1335,267,75.5,57,0
1336,317,646,57,0
1337,322,537.5,57,0
1338,368,408,57,0
1339,402,282.5,57,0
1340,411.5337079,691.0064205,57,0
1341,460,536,57,0
1342,459,786,57,0
1343,478,631,57,0
1344,490.5274262,448.6244726,57,0
1345,508.6951456,314.6660194,57,0
1346,562,29,57,0
1347,582,540,57,0
1348,637,628,57,0
1349,636,724,57,0
1350,704.4755011,495.4922049,57,0
1351,746,952,57,0
1352,825,176,57,0
1353,123.4753247,148.4952381,58,0
1354,157.6641791,404.6531473,58,0
1355,244.7247654,441.0696616,58,0
1356,265,75,58,0
1357,316.6780777,648.6510862,58,0
1358,322,538,58,0
1359,364,408,58,0
1360,403.8613502,275.3416402,58,0
1361,417.3333333,689.8048359,58,0
1362,460,536,58,0
1363,458.5431111,787.5226667,58,0
1364,478.5,632,58,0
1365,487.2439791,445.4560209,58,0
1366,506.3204913,314.4265773,58,0
1367,562,29,58,0
1368,583,541.5,58,0
1369,636.5,628,58,0
1370,640.6344307,724.1344307,58,0
1371,704,494.5,58,0
1372,747.5,952,58,0
1373,822.7223637,177.3285787,58,0
1374,126.6646598,147.5502709,59,0
1375,163.6243094,399.6243094,59,0
1376,247.0630372,442.6195479,59,0
1377,266.5205479,75.49391172,59,0
1378,311,653,59,0
1379,322,538.5,59,0
1380,365.5,408,59,0
1381,405.5,276,59,0
1382,410.3316195,693.075407,59,0
1383,460,536,59,0
1384,458,789,59,0
1385,479,632,59,0
1386,488,454,59,0
1387,507.4884273,315.5032641,59,0
1388,562,29,59,0
1389,583,543,59,0
1390,634,628,59,0
1391,644.0235732,728.058933,59,0
1392,701.0482833,495.1013948,59,0
1393,748.5,952,59,0
1394,826,180.5,59,0
1395,128.7386683,145.3194748,60,0
1396,160.5195804,402.0059441,60,0
1397,245.2192125,435.56716,60,0
1398,270.5,73,60,0
1399,301.8587224,657.6603194,60,0
1400,321,539,60,0
1401,366,408,60,0
1402,403.0892857,276.5388655,60,0
1403,408.5017007,695.502551,60,0
1404,460,536,60,0
1405,458,789,60,0
1406,481.5,632,60,0
1407,487.8242142,455.2724098,60,0
1408,509,313,60,0
1409,562,30.5,60,0
1410,583,543,60,0
1411,634,628,60,0
1412,654.5527761,725.0701647,60,0
1413,700,494.5,60,0
1414,747,958,60,0
1415,826,179,60,0
1416,135.8489848,145.0063452,61,0
1417,159.5671535,402.5276095,61,0
1418,247.7228916,436.2077579,61,0
1419,271,72.5,61,0
1420,304,659,61,0
1421,321,539,61,0
1422,363,408.5,61,0
1423,401,280,61,0
1424,410.9873987,695.5067507,61,0
1425,460,536.5,61,0
1426,463.5,783,61,0
1427,482.5,632.5,61,0
1428,486,450,61,0
1429,507.3311185,314.0703212,61,0
1430,562,30,61,0
1431,583,543,61,0
1432,634,628,61,0
1433,653.8535229,727.2472188,61,0
1434,699.5,493,61,0
1435,747,958,61,0
1436,824.4648352,180.9324176,61,0
1437,138,145,62,0
1438,161,398,62,0
1439,245.7282366,439.3928571,62,0
1440,274.8771996,70.62411082,62,0
1441,304,658,62,0
1442,321,539,62,0
1443,363,410.5,62,0
1444,401,281,62,0
1445,411.4846727,696.1416736,62,0
1446,460,537,62,0
1447,461,783,62,0
1448,483,633,62,0
1449,486,450,62,0
1450,509.9869919,311.0308943,62,0
1451,562,30,62,0
1452,586,542,62,0
1453,634,628,62,0
1454,654.9809394,730.573179,62,0
1455,701,487,62,0
1456,746.5,958,62,0
1457,824,177.5,62,0
1458,138,144,63,0
1459,161,394.5,63,0
1460,245.0880109,433.5645777,63,0
1461,277,67.5,63,0
1462,301.5,660,63,0
1463,320,542,63,0
1464,362,409,63,0
1465,401,278,63,0
1466,405.7705179,698.7808765,63,0
1467,462,537,63,0
1468,460.5,783,63,0
1469,482,633,63,0
1470,483,447,63,0
1471,510.4645233,309.537694,63,0
1472,562,30,63,0
1473,588,541,63,0
1474,634,628,63,0
1475,655.2155567,731.9603457,63,0
1476,701,486.5,63,0
1477,747.5,957,63,0
1478,824,177,63,0
1479,143.2868641,139.3055377,64,0
1480,161,395,64,0
1481,246.0283688,432.0161702,64,0
1482,272.4701861,59.56855298,64,0
1483,296.9041262,661.9277913,64,0
1484,320,542,64,0
1485,361.5,409,64,0
1486,401,277.5,64,0
1487,405.3786489,701.6371977,64,0
1488,454,783,64,0
1489,463.5,537,64,0
1490,479.5615129,440.8778055,64,0
1491,482,633,64,0
1492,510.9011858,309.525127,64,0
1493,562,30,64,0
1494,588,541,64,0
1495,636,628.5,64,0
1496,668.5421053,731.6368421,64,0
1497,700.5,485,64,0
1498,744,956,64,0
1499,825,177,64,0
1500,149,134.5,65,0
1501,160.1070917,396.0798711,65,0
1502,245.4029458,435.4900053,65,0
1503,269,54.5,65,0
1504,296.5,664,65,0
1505,320,542.5,65,0
1506,366,398,65,0
1507,401.9552314,275.4869215,65,0
1508,403.635274,699.8535959,65,0
1509,456.3827392,782.3827392,65,0
1510,464,537.5,65,0
1511,472.8627451,629.6352941,65,0
1512,481,442,65,0
1513,511.5769446,312.4795747,65,0
1514,562,30,65,0
1515,588,541,65,0
1516,639,630,65,0
1517,672.5032723,732.0294503,65,0
1518,699,486.5,65,0
1519,744.5,956,65,0
1520,821.5,176,65,0
1521,152.0707333,131.4795587,66,0
1522,157,397,66,0
1523,246.5059488,431.5315289,66,0
1524,272,47,66,0
1525,295.6970387,667.6594533,66,0
1526,320,543,66,0
1527,367,399,66,0
1528,398.5705556,275.5311111,66,0
1529,397.7285298,700.8282387,66,0
1530,456,781,66,0
1531,464,538,66,0
1532,473,630.5,66,0
1533,483,433,66,0
1534,513.3540557,308.5618709,66,0
1535,562,30,66,0
1536,587.5,541,66,0
1537,636,630,66,0
1538,671.4770039,732.0578187,66,0
1539,698,488,66,0
1540,744,956,66,0
1541,819,176,66,0
1542,158,396.5,67,0
1543,159,132,67,0
1544,244.747152,432.185885,67,0
1545,276,47,67,0
1546,293.5,671,67,0
1547,320,543,67,0
1548,367.5,399,67,0
1549,398,277,67,0
1550,403.8244726,707.0886076,67,0
1551,455.8868715,783.9420391,67,0
1552,464,535,67,0
1553,472.2472089,631.2472089,67,0
1554,477,434,67,0
1555,512.7056128,308.3865979,67,0
1556,562,30,67,0
1557,587,541,67,0
1558,636,630,67,0
1559,674.0866089,733.3451033,67,0
1560,698,491,67,0
1561,744.5,956,67,0
1562,820,174,67,0
1563,160,396,68,0
1564,162.5877081,132.0246479,68,0
1565,244.5845157,435.5246761,68,0
1566,277,46,68,0
1567,293.0608974,669.9711538,68,0
1568,320,543,68,0
1569,367,399,68,0
1570,398,277,68,0
1571,401.2975654,700.1902615,68,0
1572,454.6161462,786.6161462,68,0
1573,462.6636518,533.8569813,68,0
1574,468.6223717,632.3776283,68,0
1575,483,433,68,0
1576,512.9802905,313.5093361,68,0
1577,562,30,68,0
1578,586,541,68,0
1579,631,629,68,0
1580,678.3921189,733.3921189,68,0
1581,698,493,68,0
1582,743,955,68,0
1583,820,173,68,0
1584,160.5,396,69,0
1585,161.5726609,129.0205707,69,0
1586,247.0100869,435.0168114,69,0
1587,278,50,69,0
1588,294.3219223,669.6510862,69,0
1589,320,542,69,0
1590,369,398,69,0
1591,400,270,69,0
1592,399.2547085,698.6887892,69,0
1593,452,787,69,0
1594,462.5,533,69,0
1595,463,634,69,0
1596,477,434,69,0
1597,510.582878,308.9744991,69,0
1598,562,30,69,0
1599,585,540.5,69,0
1600,630.5,629,69,0
1601,681.0872131,730.6196721,69,0
1602,699,492.5,69,0
1603,743,955,69,0
1604,820,173,69,0
1605,162,393,70,0
1606,170.9325581,126.4677741,70,0
1607,246.9967672,434.5080819,70,0
1608,281,49,70,0
1609,295,671,70,0
1610,313,540,70,0
1611,369.5,397,70,0
1612,400,270.5,70,0
1613,398.1743119,700.9100917,70,0
1614,451.5,787,70,0
1615,463,534,70,0
1616,463,633,70,0
1617,477,432,70,0
1618,511.0103806,310.0103806,70,0
1619,560.4789528,28.54517454,70,0
1620,585.5,538,70,0
1621,630,629,70,0
1622,677.5966709,730.5416133,70,0
1623,704,493,70,0
1624,743,955,70,0
1625,820,173,70,0
1626,160.6480626,398.5769641,71,0
1627,171.5930126,125.0239044,71,0
1628,246.3624161,432.1020134,71,0
1629,281,49,71,0
1630,295.3134615,670.1557692,71,0
1631,319,536,71,0
1632,368.5,395,71,0
1633,389,267,71,0
1634,399.9358491,701.0822642,71,0
1635,446,789,71,0
1636,458,531,71,0
1637,463,631,71,0
1638,478,431,71,0
1639,511.0465253,312.5123675,71,0
1640,559,28,71,0
1641,588,535,71,0
1642,624,625,71,0
1643,681.5824916,727.5468013,71,0
1644,706,493,71,0
1645,742,955,71,0
1646,820,174,71,0
1647,161.5,392,72,0
1648,174.660693,117.0603345,72,0
1649,242.1057556,429.5585483,72,0
1650,280,49,72,0
1651,293.1759603,668.3451053,72,0
1652,322,529,72,0
1653,368.5,394,72,0
1654,393,267,72,0
1655,400.2626609,698.8120172,72,0
1656,448.5,788,72,0
1657,458,531,72,0
1658,462.891129,626.9153226,72,0
1659,476,427,72,0
1660,511,309,72,0
1661,559,28,72,0
1662,588,534.5,72,0
1663,624,625,72,0
1664,681.9766913,727.593519,72,0
1665,706,493.5,72,0
1666,742,954,72,0
1667,820.6195715,178.3804285,72,0
1668,162,392.5,73,0
1669,177.1569055,119.0634704,73,0
1670,240.3272727,433.9549525,73,0
1671,280,49,73,0
1672,295,672,73,0
1673,322.5,529,73,0
1674,369,393.5,73,0
1675,393,267,73,0
1676,399.6176678,698.7978799,73,0
1677,449.5,786,73,0
1678,458,531,73,0
1679,464,625,73,0
1680,476,427,73,0
1681,512,311,73,0
1682,559,28,73,0
1683,588,532,73,0
1684,625,625,73,0
1685,685.9926174,727.4738255,73,0
1686,701.6636518,490.1430187,73,0
1687,744,954,73,0
1688,822,174.5,73,0
1689,162,395.5,74,0
1690,174.1850336,116.0704472,74,0
1691,239.0160183,433.0098071,74,0
1692,282,50,74,0
1693,297.6328767,676.8616438,74,0
1694,323,529,74,0
1695,372.5,389,74,0
1696,393,267,74,0
1697,395.8653713,699.3060375,74,0
1698,450.5,785.5,74,0
1699,457,533,74,0
1700,464.5,624.5,74,0
1701,476,421,74,0
1702,514.1708309,308.4503196,74,0
1703,559.5,28,74,0
1704,588,530,74,0
1705,625,627,74,0
1706,683.5976294,728.6313163,74,0
1707,701,491,74,0
1708,742.5,954,74,0
1709,823.5,173,74,0
1710,162.5,392,75,0
1711,175.8334703,114.6105177,75,0
1712,237.4059381,434.5067827,75,0
1713,280,48,75,0
1714,296.1022727,675.9258021,75,0
1715,323,529,75,0
1716,371.5,389,75,0
1717,393,264,75,0
1718,397.9935205,702.5111591,75,0
1719,452,784,75,0
1720,461,534,75,0
1721,465,622.5,75,0
1722,476,421,75,0
1723,514.7791249,315.0927781,75,0
1724,558.5,27,75,0
1725,592.5,531,75,0
1726,625,628,75,0
1727,687.254321,727.2104938,75,0
1728,706,493,75,0
1729,741,954,75,0
1730,824,175,75,0
1731,160,394,76,0
1732,178.057581,113.7633102,76,0
1733,241.5855778,422.5276571,76,0
1734,280,51,76,0
1735,297.5,678.5,76,0
1736,323,528,76,0
1737,369.5,389,76,0
1738,390,259,76,0
1739,400.5135338,704.0203008,76,0
1740,452,784,76,0
1741,460.5,534,76,0
1742,464,623.5,76,0
1743,476,420.5,76,0
1744,513.0250142,318.0017055,76,0
1745,557,27,76,0
1746,596,532,76,0
1747,625,627.5,76,0
1748,688.4373107,724.5911569,76,0
1749,707,492.5,76,0
1750,741.5,954,76,0
1751,824,174.5,76,0
1752,142.4091743,381.9321101,77,0
1753,182,114.5,77,0
1754,239.9688222,425.4910508,77,0
1755,281.237247,49.76275304,77,0
1756,297.0134271,674.9968031,77,0
1757,323,527,77,0
1758,365,388.5,77,0
1759,390,257,77,0
1760,400.6769115,702.7578711,77,0
1761,452,784,77,0
1762,460,534,77,0
1763,467,628,77,0
1764,475,419,77,0
1765,513.9140534,312.539489,77,0
1766,557,27,77,0
1767,596,532,77,0
1768,625,627,77,0
1769,693.125,721.5785714,77,0
1770,706,491,77,0
1771,741,954,77,0
1772,823.6839493,176.6519581,77,0
1773,180.2089368,110.3251156,78,0
1774,237.8888249,425.4714862,78,0
1775,281.6175852,48.61758519,78,0
1776,297.5578769,677.484472,78,0
1777,323,527,78,0
1778,365,385,78,0
1779,390,260,78,0
1780,400.4880282,703.0330986,78,0
1781,452,784,78,0
1782,459.5,534,78,0
1783,465,629,78,0
1784,475,419,78,0
1785,516,319,78,0
1786,556,27,78,0
1787,596,532,78,0
1788,632.5,631,78,0
1789,691.2683761,722.8603989,78,0
1790,705,489.5,78,0
1791,741,954,78,0
1792,823,177,78,0
1793,183.4048851,109.0224138,79,0
1794,238.1145038,427.0662486,79,0
1795,278.5,46,79,0
1796,297.4874001,680.0036878,79,0
1797,323,530.5,79,0
1798,366,385,79,0
1799,391.5463158,262.9794737,79,0
1800,404.3406421,706.6068912,79,0
1801,451.5,784,79,0
1802,461.5,535,79,0
1803,465,629,79,0
1804,475,419,79,0
1805,516,315,79,0
1806,556,28.5,79,0
1807,596,531,79,0
1808,633,631,79,0
1809,689.2851312,723.7154519,79,0
1810,703,491.5,79,0
1811,743,953,79,0
1812,823,178,79,0
1813,187.3241501,114.056272,80,0
1814,240.8141077,432.9427208,80,0
1815,282,46.5,80,0
1816,292.9122807,680.6192982,80,0
1817,323,531,80,0
1818,366,386,80,0
1819,392,263,80,0
1820,401.9510655,707.0157853,80,0
1821,450,784,80,0
1822,462,535.5,80,0
1823,465,628,80,0
1824,476,419,80,0
1825,517.0121816,315.0055371,80,0
1826,557.5,30,80,0
1827,596,531,80,0
1828,633,631,80,0
1829,691.0745533,724.6186075,80,0
1830,704,488.5,80,0
1831,744,951,80,0
1832,823,179,80,0
1833,183.6383991,109.9490624,81,0
1834,242.6068927,431.5589801,81,0
1835,282,46,81,0
1836,288.5615142,683.9722397,81,0
1837,323,531,81,0
1838,365.5,386,81,0
1839,389.591702,261.1164545,81,0
1840,403.1061693,703.7058824,81,0
1841,450,784,81,0
1842,468,538,81,0
1843,466.5,625,81,0
1844,476,419,81,0
1845,521.5746173,318.9789541,81,0
1846,559.5,29,81,0
1847,596,531,81,0
1848,633,631,81,0
1849,697.6188341,718.0941704,81,0
1850,707.5,489.5,81,0
1851,744,951,81,0
1852,823,179,81,0
1853,184.6398909,109.2719006,82,0
1854,242.1222281,427.0781415,82,0
1855,282,46,82,0
1856,287.6208333,687.3791667,82,0
1857,323,531,82,0
1858,370.0055325,388.4910097,82,0
1859,387,263,82,0
1860,402.9237602,705.0636566,82,0
1861,450,784,82,0
1862,468,538,82,0
1863,467,619,82,0
1864,476,419,82,0
1865,518.179471,320.9086902,82,0
1866,560,28,82,0
1867,596,531.5,82,0
1868,633,631,82,0
1869,696.5140187,718.5607477,82,0
1870,708,491,82,0
1871,743.5,951,82,0
1872,823,179,82,0
1873,182.2551724,108.8098951,83,0
1874,238.8654903,427.9418571,83,0
1875,284,43.5,83,0
1876,286.6865385,680.8442308,83,0
1877,323,531.5,83,0
1878,374,391,83,0
1879,387,260,83,0
1880,401.8014286,706.56,83,0
1881,450,784,83,0
1882,465,621.5,83,0
1883,468,538,83,0
1884,476,419,83,0
1885,515,313,83,0
1886,560,30.5,83,0
1887,595,533,83,0
1888,636,629,83,0
1889,694.4921569,718.4745098,83,0
1890,708,492,83,0
1891,743,951,83,0
1892,823,179.5,83,0
1893,187.3225707,105.6722017,84,0
1894,235.9425188,429.9870017,84,0
1895,287.3474962,43.69044006,84,0
1896,284.845958,677.1476766,84,0
1897,323,532,84,0
1898,375,391,84,0
1899,387.3137755,258.6530612,84,0
1900,400.6531049,711.6923626,84,0
1901,452.0923295,783.5696023,84,0
1902,463.4863606,619.5036593,84,0
1903,466,537,84,0
1904,476,419,84,0
1905,515,315,84,0
1906,560,31,84,0
1907,593.6208333,533.6208333,84,0
1908,637,633,84,0
1909,691.8446991,721.3747851,84,0
1910,709,492,84,0
1911,743,952,84,0
1912,823,180,84,0
1913,142.9497207,385.8212291,85,0
1914,189.8873239,106.5258216,85,0
1915,239.2048422,430.1515234,85,0
1916,285,42,85,0
1917,287.2072473,676.8722187,85,0
1918,323,532,85,0
1919,373.8569813,391.3363482,85,0
1920,391.1447231,259.3333333,85,0
1921,404.6398243,712.4714495,85,0
1922,452.6208333,785.6208333,85,0
1923,466,537,85,0
1924,466,621,85,0
1925,476,418,85,0
1926,520.5693128,317.4751185,85,0
1927,558,30,85,0
1928,593,534.5,85,0
1929,638,633.5,85,0
1930,696.4982185,722.0415677,85,0
1931,709,492.5,85,0
1932,743,952.5,85,0
1933,823,180,85,0
1934,145,377,86,0
1935,190.5,104.5,86,0
1936,238.7210125,426.885411,86,0
1937,285.5908909,41.95085897,86,0
1938,290.3435512,673.8426836,86,0
1939,323,532,86,0
1940,373,393,86,0
1941,392,257.5,86,0
1942,400.3961474,715.0318258,86,0
1943,452,785,86,0
1944,461.9405099,625.5206799,86,0
1945,470,536,86,0
1946,476.5,418,86,0
1947,522,314.5,86,0
1948,557,30,86,0
1949,591,536.5,86,0
1950,640,635,86,0
1951,696.9837963,724.5769676,86,0
1952,709,493.5,86,0
1953,744,960,86,0
1954,823,180,86,0
1955,150,370,87,0
1956,199,105.5,87,0
1957,235.5089563,427.7571053,87,0
1958,294.4511156,39.47423935,87,0
1959,290,675,87,0
1960,323,532,87,0
1961,372,393,87,0
1962,390.6161369,256.1315403,87,0
1963,394.4383369,713.8801973,87,0
1964,452,785,87,0
1965,456.3791667,618.3791667,87,0
1966,470,536,87,0
1967,477,418,87,0
1968,525,311.5,87,0
1969,557,30,87,0
1970,589.776129,538.2993548,87,0
1971,640,635,87,0
1972,700.9706587,725.4071856,87,0
1973,709,490.5,87,0
1974,744,961,87,0
1975,823,180,87,0
1976,147.5208333,374.9930556,88,0
1977,196.0285307,105.0171184,88,0
1978,231.5177634,425.0222428,88,0
1979,293.5,38,88,0
1980,295,679.5,88,0
1981,323,532.5,88,0
1982,370.5,393,88,0
1983,386,258.5,88,0
1984,395.7485075,715.7261194,88,0
1985,452,785,88,0
1986,459,622,88,0
1987,470,535,88,0
1988,477,418,88,0
1989,525,316,88,0
1990,557.5,28,88,0
1991,587.6691475,540.1461434,88,0
1992,639,635,88,0
1993,705.9818523,722.7559449,88,0
1994,709,489.5,88,0
1995,743,961,88,0
1996,823,180,88,0
1997,146.2511416,375.0182648,89,0
1998,199.1416439,102.530179,89,0
1999,238.0765223,426.621296,89,0
2000,287,680.5,89,0
2001,295,38,89,0
2002,323,533,89,0
2003,369,391,89,0
2004,386,257,89,0
2005,399.9452736,714.5165837,89,0
2006,456.2490729,617.3114957,89,0
2007,457,786,89,0
2008,470,535,89,0
2009,477,418,89,0
2010,525,315,89,0
2011,557.5,30,89,0
2012,586.5518417,542.0245566,89,0
2013,639,637,89,0
2014,706.0903581,722.6413223,89,0
2015,709.525393,486.4915357,89,0
2016,746,956.5,89,0
2017,823,180.5,89,0
2018,158,366,90,0
2019,196.6222993,102.9154441,90,0
2020,238.9637019,428.0013854,90,0
2021,288.9397457,680.8524046,90,0
2022,296.5,35,90,0
2023,323,533,90,0
2024,368,389,90,0
2025,388,255,90,0
2026,394,712.5,90,0
2027,448,621.5,90,0
2028,457,786,90,0
2029,469,537,90,0
2030,477,418,90,0
2031,521.4304108,313.411404,90,0
2032,557,30,90,0
2033,586,544,90,0
2034,639,641,90,0
2035,708.2147157,723.2414716,90,0
2036,710,488.5,90,0
2037,746,955,90,0
2038,823,181,90,0
2039,200.7855429,95.31253749,91,0
2040,241.7288186,430.1980907,91,0
2041,284.0253713,684.4517327,91,0
2042,300,34,91,0
2043,323,533,91,0
2044,369.5,389,91,0
2045,389,254,91,0
2046,394,714.5,91,0
2047,449,621,91,0
2048,457,786,91,0
2049,468.5,537,91,0
2050,477,418,91,0
2051,525.3833428,303.0536224,91,0
2052,557,30,91,0
2053,586,544.5,91,0
2054,643,645,91,0
2055,708.6603194,492.1412776,91,0
2056,714.9888158,724.5059211,91,0
2057,744,956,91,0
2058,821.5,178,91,0
