OBJECT_ID,CENTROID // MEAN_X_(PX),CENTROID // MEAN_Y_(PX),TIMEPOINT,TRACK_ID
383,573,40,16,0
384,638,580,16,0
385,640,694,16,0
386,696,496,16,0
387,706,821,16,0
388,728,923,16,0
389,832.3804285,183.3804285,16,0
390,866,760,16,0
391,891.0217134,711.2258192,16,0
392,94.40180135,181.5984488,17,0
393,151,412,17,0
394,218.4060043,94.9617584,17,0
395,247.6977833,441.0761786,17,0
396,324,528,17,0
397,332.8483871,610.8316129,17,0
398,396,301,17,0
399,421.1336146,653.649789,17,0
400,422,423,17,0
401,452.5,524,17,0
402,496,331.5,17,0
403,501.5706122,616.9779592,17,0
404,524.996991,767.001003,17,0
405,533,528,17,0
406,573,40,17,0
407,632.5232143,695.047619,17,0
408,640,578,17,0
409,697,495,17,0
410,702,816,17,0
411,727,923,17,0
412,833.5472665,184.022779,17,0
413,866.5,760,17,0
414,890.2902677,710.2987675,17,0
415,99.36983574,179.7401692,18,0
416,149,412,18,0
417,219,97.5,18,0
418,248.2054755,450.5887608,18,0
419,323,525,18,0
420,328.459101,609.9889462,18,0
421,396,301,18,0
422,419.418429,652.4660121,18,0
423,417.0394089,419.9876847,18,0
424,452,524,18,0
425,496,334,18,0
426,502,618,18,0
427,524.9949444,764.4843276,18,0
428,533,528,18,0
429,573,40,18,0
430,629,696,18,0
431,643,574,18,0
432,697,493.5,18,0
433,703,816,18,0
434,727,925,18,0
435,833,182,18,0
436,868,766,18,0
437,892.4969912,712.980177,18,0
438,101.0840296,180.4612079,19,0
439,149,412,19,0
440,220.3981774,96.45916579,19,0
441,247.7302487,447.1989298,19,0
442,323,525,19,0
443,327.1677675,610.1571995,19,0
444,396,301,19,0
445,416.4139535,654.9767442,19,0
446,414.0074627,418.3507463,19,0
447,450,522,19,0
448,496,334,19,0
449,501.692637,619.1575342,19,0
450,533,527,19,0
451,528,762,19,0
452,573,40,19,0
453,634,686,19,0
454,643,573,19,0
455,695,492,19,0
456,704,816,19,0
457,729,925,19,0
458,831.5238871,182.0081433,19,0
459,867,766,19,0
460,888.6870919,706.3977901,19,0
461,104.2634629,177.243178,20,0
462,149,412,20,0
463,228.2785358,89.81963394,20,0
464,246.8081761,447.2471698,20,0
465,323,525,20,0
466,324.4868863,613.99731,20,0
467,396,301,20,0
468,406.7394541,423.3895782,20,0
469,415,656,20,0
470,450,522,20,0
471,496,335.5,20,0
472,497.3710443,618.318038,20,0
473,533,527,20,0
474,528,763,20,0
475,573,40,20,0
476,634,686,20,0
477,643,570,20,0
478,696,492.5,20,0
479,699.5,816,20,0
480,729,925,20,0
481,833.5,181,20,0
482,865,766,20,0
483,890.1374172,707.8592715,20,0
484,105.5421527,174.8303287,21,0
485,149,412,21,0
486,226.3030083,89.65857195,21,0
487,248.6364245,446.0599263,21,0
488,323,525,21,0
489,324,612.5,21,0
490,395.5,301,21,0
491,414.4070536,657.9617928,21,0
492,405,419,21,0
493,450,522,21,0
494,463,451,21,0
495,495.5,336,21,0
496,493,617,21,0
497,533.5,527,21,0
498,528.5,769,21,0
499,573,40,21,0
500,632,687,21,0
501,643,572,21,0
502,698,492.5,21,0
503,702,812,21,0
504,728,925,21,0
505,833.5,180,21,0
506,863.5,766,21,0
507,887,710,21,0
508,102.5846774,175.4669355,22,0
509,149,412,22,0
510,230.028292,91.50890674,22,0
511,249.6985408,445.049674,22,0
512,323,525,22,0
513,322.7465008,618.688958,22,0
514,395,300,22,0
515,414,657.5,22,0
516,410,421,22,0
517,450,522,22,0
518,470,454,22,0
519,493.5,336,22,0
520,491,619,22,0
521,534.5,527,22,0
522,529,764,22,0
523,573,40,22,0
524,634,689,22,0
525,643,573,22,0
526,700,489.5,22,0
527,703,813.5,22,0
528,728,924,22,0
529,832,182,22,0
530,863,764,22,0
531,888,710,22,0
532,100.4553497,169.1581421,23,0
533,149,412,23,0
534,225.5,92,23,0
535,253.508161,447.0061661,23,0
536,323,525,23,0
537,321,620.5,23,0
538,394.5,300,23,0
539,415,656.5,23,0
540,409,424,23,0
541,449,518,23,0
542,471,455,23,0
543,493,336,23,0
544,491,619,23,0
545,535.5,527,23,0
546,531,762,23,0
547,573,40,23,0
548,632,690.5,23,0
549,643,572,23,0
550,701,488,23,0
551,704,822,23,0
552,736.5,928,23,0
553,832.3011035,182.3399895,23,0
554,863,764,23,0
555,888,710,23,0
556,102.7069345,164.2333517,24,0
557,149,412,24,0
558,227.9619883,89.42690058,24,0
559,258.3954008,438.9674225,24,0
560,323,525,24,0
561,321.86196,618.1612223,24,0
562,393,298.5,24,0
563,415,659.5,24,0
564,410,424,24,0
565,449,518,24,0
566,470.5,455,24,0
567,493,336,24,0
568,490,622.5,24,0
569,536,527,24,0
570,534.5,762,24,0
571,572.5,37,24,0
572,633.5382206,696.5338346,24,0
573,643,572,24,0
574,702,491,24,0
575,706,821,24,0
576,738,928,24,0
577,834.5,175,24,0
578,864,764,24,0
579,888,710,24,0
580,105.158042,162.1546853,25,0
581,149,412,25,0
582,227.5936361,89.83195227,25,0
583,253.4225979,442.9890273,25,0
584,323,525,25,0
585,327.0006109,624.0018326,25,0
586,392,297,25,0
587,415.5530086,663.482808,25,0
588,409,424,25,0
589,449,518,25,0
590,472.3621622,454.8086486,25,0
591,492,336,25,0
592,493,623.5,25,0
593,528,763,25,0
594,536.5518417,527.9754434,25,0
595,569.4457948,35.02673797,25,0
596,631.9430267,695.505638,25,0
597,643,572.5,25,0
598,702,492,25,0
599,706,821,25,0
600,738,930,25,0
601,833,176,25,0
602,864,764,25,0
603,886,710,25,0
604,104.6069379,160.8432447,26,0
605,149,412,26,0
606,233.5858549,90.53554502,26,0
607,253.0875862,442.5241379,26,0
608,323,526.5,26,0
609,328,619,26,0
610,392,295,26,0
611,407,424,26,0
612,416.5929464,663.9617928,26,0
613,449.9747409,521.5084197,26,0
614,474.3940487,459.8981064,26,0
615,492,336,26,0
616,492.692637,625.1575342,26,0
617,529.0510315,764.0857763,26,0
618,538.5,529.5,26,0
619,568,35,26,0
620,628.038205,700.0303214,26,0
621,643,577,26,0
622,702,492.5,26,0
623,712,827,26,0
624,727,930,26,0
625,831.6636518,173.8569813,26,0
626,864.5,765,26,0
627,888,710,26,0
628,103.9022744,158.9162709,27,0
629,147.6273111,413.6273111,27,0
630,235.048433,89.01388889,27,0
631,253.3601469,440.9716288,27,0
632,323,529,27,0
633,327,621.5,27,0
634,393.1886587,293.6603053,27,0
635,407,424,27,0
636,417,664,27,0
637,455,518,27,0
638,478.8105263,457.0021053,27,0
639,492,332,27,0
640,492,628,27,0
641,523.4437811,766.8726368,27,0
642,541,531,27,0
643,569.5,40,27,0
644,628.9599757,701.9721043,27,0
645,643,577,27,0
646,702,493.5,27,0
647,707,822,27,0
648,732,930,27,0
649,830,172.5,27,0
650,864.5,765,27,0
651,888,710,27,0
652,106.8656356,161.6290478,28,0
653,146,415.5,28,0
654,235,87.5,28,0
655,252.2222944,439.0932727,28,0
656,323,529,28,0
657,326.7021924,619.1644336,28,0
658,394.5,292,28,0
659,406.5,423,28,0
660,418.5,661.5,28,0
661,454,520,28,0
662,480.3511498,457.7750155,28,0
663,492,332,28,0
664,492,628.5,28,0
665,520.1619256,767.7253829,28,0
666,541,531.5,28,0
667,569.5542052,38.97326203,28,0
668,627.3208489,703.4026217,28,0
669,643,576,28,0
670,700,492.5,28,0
671,707,822,28,0
672,736,937,28,0
673,829,173,28,0
674,863.5,765,28,0
675,888,710,28,0
676,105.8334587,159.2119388,29,0
677,150.688389,416.3470063,29,0
678,235.5564738,89.01618457,29,0
679,252.4899866,442.4962172,29,0
680,323,529,29,0
681,325,623.5,29,0
682,395,292,29,0
683,406,423,29,0
684,419.418429,663.5339879,29,0
685,454,520,29,0
686,482.3204837,459.3325775,29,0
687,494,329,29,0
688,493,627.5,29,0
689,516.4625122,766.4011685,29,0
690,539,532,29,0
691,568,38,29,0
692,626.5890034,699.5408935,29,0
693,643,574,29,0
694,700,492.5,29,0
695,707,822,29,0
696,736,937,29,0
697,834.609596,173.5444444,29,0
698,866.5,765,29,0
699,888,710,29,0
700,107.9260156,156.0847458,30,0
701,150.0242876,417.0165155,30,0
702,234.5479115,89.51386451,30,0
703,251.32884,440.2202909,30,0
704,323,529,30,0
705,324.6208333,623.6208333,30,0
706,395,293.5,30,0
707,393.5,417,30,0
708,419.9155844,662.5435993,30,0
709,453,522,30,0
710,483.4856089,449.0612546,30,0
711,489,626.5,30,0
712,497,324,30,0
713,513.4194156,769.8294062,30,0
714,539,532,30,0
715,568,38,30,0
716,630,697.5,30,0
717,641,575,30,0
718,696.8663522,494.4392034,30,0
719,708,822,30,0
720,736,938,30,0
721,834.6288327,178.3711673,30,0
722,869,764,30,0
723,888,710,30,0
724,107.4048839,156.1272234,31,0
725,149.6943543,416.1560675,31,0
726,237.6969917,90.34142805,31,0
727,248.4369809,446.49368,31,0
728,316,622,31,0
729,323,529,31,0
730,385,417,31,0
731,395,294,31,0
732,419,667,31,0
733,452,518,31,0
734,482.5,457,31,0
735,484.3,627.7767241,31,0
736,495.5582923,327.5188834,31,0
737,511.2520576,770.2150206,31,0
738,538.6208333,532.6208333,31,0
739,568,39,31,0
740,633.1934566,694.6650071,31,0
741,640.5,575,31,0
742,697,494,31,0
743,713,823,31,0
744,736,938,31,0
745,822.5650364,174.5312175,31,0
746,871.5,764.5,31,0
747,891.3528558,711.1500484,31,0
748,108.9994502,155.4037933,32,0
749,149.7000955,415.6590258,32,0
750,239.5480076,89.47628083,32,0
751,245.3799777,447.4819501,32,0
752,319,623,32,0
753,323,529,32,0
754,385,417,32,0
755,394,293.5,32,0
756,415,660.5,32,0
757,452,518,32,0
758,481,628.5,32,0
759,482,457,32,0
760,495.5934633,328.4581422,32,0
761,508.5062241,768.530083,32,0
762,537,536,32,0
763,569,40,32,0
764,628.8257093,694.8129705,32,0
765,639,581,32,0
766,697,495.5,32,0
767,715,824,32,0
768,737,938,32,0
769,821,176.5,32,0
770,872.5,765,32,0
771,894.5,710,32,0
772,108.3734592,154.4432206,33,0
773,147.8819855,417.3698225,33,0
774,243.2851022,447.7831246,33,0
775,241,88.5,33,0
776,319,623,33,0
777,323,529,33,0
778,385,417,33,0
779,394,292,33,0
780,416.0762101,667.4654995,33,0
781,450.5,518,33,0
782,480.404048,629.338081,33,0
783,487,463,33,0
784,496,327,33,0
785,506.0591659,767.1037827,33,0
786,539.5,544,33,0
787,568,30,33,0
788,630.1505131,692.6163056,33,0
789,639,581,33,0
790,700,494,33,0
791,719.8569813,825.3363482,33,0
792,736,942,33,0
793,820.6839493,175.6519581,33,0
794,873.5,761,33,0
795,894.3697318,709.6269157,33,0
796,109.459026,153.1233596,34,0
797,149.5969211,419.0395853,34,0
798,241.7328605,448.8774063,34,0
799,242,85,34,0
800,316,633,34,0
801,323,529,34,0
802,384.5,417,34,0
803,394,292,34,0
804,417,671,34,0
805,448,518,34,0
806,475.5138999,628.4964257,34,0
807,486,463.5,34,0
808,497.5488506,323.4850575,34,0
809,503,767.5,34,0
810,540.5,544,34,0
811,568,28,34,0
812,622.3568548,693.9551411,34,0
813,639.3333333,582.1447231,34,0
814,700,494.5,34,0
815,723.8532389,820.6503036,34,0
816,735,942,34,0
817,821,174.5,34,0
818,873.5,761,34,0
819,896.5,711,34,0
820,110,152,35,0
821,150,418,35,0
822,244.4679359,84.52104208,35,0
823,245.453115,448.9935774,35,0
824,318.5,632,35,0
825,323,529,35,0
826,380.5,417,35,0
827,394,293,35,0
828,418.6865672,669.8432836,35,0
829,449.584478,522.8894231,35,0
830,477,629.5,35,0
831,484.5,463,35,0
832,498,324.5,35,0
833,506.8721264,766.8721264,35,0
834,546,550,35,0
835,568,28,35,0
836,620.5129385,696.0649799,35,0
837,640.5,584,35,0
838,700.6195715,494.3804285,35,0
839,725,821,35,0
840,735,942,35,0
841,823,176,35,0
842,873,760.5,35,0
843,895,711,35,0
844,107,146,36,0
845,152.6943543,415.1560675,36,0
846,243.0604447,447.0444723,36,0
847,246.9898661,89.50199059,36,0
848,317,631,36,0
849,323,529,36,0
850,379.6223717,415.6223717,36,0
851,394,293,36,0
852,419,673.5,36,0
853,451.5,522,36,0
854,476.7266135,631.1827411,36,0
855,489,463,36,0
856,498,324.5,36,0
857,500.4641711,771.4320856,36,0
858,546,550,36,0
859,568,27,36,0
860,624.4691152,697.9805231,36,0
861,641,585,36,0
862,701,494.5,36,0
863,725.5,821,36,0
864,734,941,36,0
865,826,176.5,36,0
866,873,761,36,0
867,895,711,36,0
868,114,148,37,0
869,152,409,37,0
870,243.8576964,445.6604438,37,0
871,248,88.5,37,0
872,318,635,37,0
873,323,529,37,0
874,381.6223717,414.6223717,37,0
875,394,293,37,0
876,419.484789,676.5044161,37,0
877,453.5,521,37,0
878,475,630.5,37,0
879,494.5,469,37,0
880,497,320,37,0
881,499.2515593,773.8846154,37,0
882,546,550,37,0
883,568.5,30,37,0
884,617.9222423,701.9722725,37,0
885,641,587,37,0
886,704,493,37,0
887,728,817,37,0
888,734,942,37,0
889,827.3083961,176.1560818,37,0
890,873,760,37,0
891,897,713,37,0
892,114,149.5,38,0
893,152,410.5,38,0
894,244.5945687,449.172524,38,0
895,250.8977145,83.61820907,38,0
896,313,632,38,0
897,324,532,38,0
898,382.5,413,38,0
899,394,293,38,0
900,420,673.5,38,0
901,454,521,38,0
902,474.4162479,627.5393635,38,0
903,489.6473988,776.7697495,38,0
904,497.3874317,322.5486339,38,0
905,496,469,38,0
906,560,552,38,0
907,569,30,38,0
908,616,703.5,38,0
909,643.5,591,38,0
910,708.055914,492.0268817,38,0
911,734,818,38,0
912,735,943.5,38,0
913,828,177,38,0
914,879.5,765,38,0
915,897,714,38,0
916,113.5,150,39,0
917,152,414,39,0
918,244.4687988,444.0167707,39,0
919,255.702914,80.83830846,39,0
920,313,632,39,0
921,324,532,39,0
922,373.5,407,39,0
923,394,293,39,0
924,420.4686235,675.0091093,39,0
925,453,520,39,0
926,475,625,39,0
927,493.4445695,323.4715813,39,0
928,491.8111753,781.2678227,39,0
929,498.6208333,468.6208333,39,0
930,560,552,39,0
931,569,30,39,0
932,613.5,702,39,0
933,644,591,39,0
934,709,491,39,0
935,735,943,39,0
936,737,821,39,0
937,828,180,39,0
938,877.5,765,39,0
939,898,714,39,0
940,112,149,40,0
941,152,414,40,0
942,251.9292893,437.4899497,40,0
943,259,80,40,0
944,313,632,40,0
945,324,532,40,0
946,374,409,40,0
947,396.5,291,40,0
948,420,675.5,40,0
949,453,520,40,0
950,477.5398633,626.4441913,40,0
951,492.3396806,325.1412776,40,0
952,490.116095,779.6477573,40,0
953,501,468,40,0
954,565,552,40,0
955,569,30,40,0
956,613.112462,705.7244174,40,0
957,645,594,40,0
958,707.6319958,490.1425554,40,0
959,740,828,40,0
960,740,943,40,0
961,828,177,40,0
962,874.5,761,40,0
963,895,712.5,40,0
964,107.2459741,147.0625197,41,0
965,153,413,41,0
966,247.4778761,440.5630941,41,0
967,259,77,41,0
968,313,632,41,0
969,324,532,41,0
970,373,409,41,0
971,399,290,41,0
972,414.9201102,678.0413223,41,0
973,453,520,41,0
974,474.0195759,625.4437194,41,0
975,488.505618,780.0325843,41,0
976,496,321.5,41,0
977,500,468.5,41,0
978,568,30,41,0
979,565,552,41,0
980,611.0174594,709.0174594,41,0
981,645,594,41,0
982,706,491,41,0
983,741.5,944,41,0
984,742,828,41,0
985,827,177.5,41,0
986,874,761,41,0
987,894,709,41,0
988,107.2785857,145.1362988,42,0
989,153,413,42,0
990,243.3852251,438.6956246,42,0
991,257.3981774,79.54083421,42,0
992,316,630,42,0
993,324,532,42,0
994,372.5,415,42,0
995,399,288,42,0
996,414.3416268,681.5674641,42,0
997,461,524,42,0
998,475,625,42,0
999,485.03367,780.0538721,42,0
1000,496,330.5,42,0
1001,515.5,479,42,0
1002,566,28,42,0
1003,565,552,42,0
1004,613.8034138,707.4220129,42,0
1005,647.5,598,42,0
1006,707,491,42,0
1007,740,944,42,0
1008,742,829,42,0
1009,828,177.5,42,0
1010,881,758,42,0
1011,894.5,709,42,0
1012,108.6896881,149.2893062,43,0
1013,152.6243094,414.6243094,43,0
1014,243.6771654,442.069408,43,0
1015,258,81,43,0
1016,316.3343217,632.1445515,43,0
1017,324,532,43,0
1018,371.5,415,43,0
1019,398,287,43,0
1020,416.5167206,682.9946063,43,0
1021,461,524,43,0
1022,476,624,43,0
1023,484.4498346,779.4906284,43,0
1024,496,330,43,0
1025,507,474,43,0
1026,566,28,43,0
1027,569,556,43,0
1028,612.5019966,708.0165431,43,0
1029,654,602,43,0
1030,708.6636518,491.1430187,43,0
1031,739.5,824,43,0
1032,741,941,43,0
1033,829,175,43,0
1034,880,758,43,0
1035,893,709,43,0
1036,106.9745348,150.9510284,44,0
1037,152,415,44,0
1038,255.3358209,442.9676617,44,0
1039,256,75.5,44,0
1040,317,633.5,44,0
1041,324,532,44,0
1042,371,415,44,0
1043,397.5,287,44,0
1044,417,685.5,44,0
1045,461,524,44,0
1046,475.9292661,624.9292661,44,0
1047,486.5493757,780.0170261,44,0
1048,500.5482673,327.9746287,44,0
1049,508.5,474,44,0
1050,565,28,44,0
1051,570,557,44,0
1052,610.1444109,709.658006,44,0
1053,654,602,44,0
1054,705.0972678,490.615847,44,0
1055,740,816,44,0
1056,742,941,44,0
1057,829,176,44,0
1058,880,758,44,0
1059,894,709,44,0
1060,107.3010284,145.2689311,45,0
1061,153,413,45,0
1062,251.5349849,441.5631068,45,0
1063,257.4781133,74.51883271,45,0
1064,316,635.5,45,0
1065,324,532,45,0
1066,369.5,413,45,0
1067,396.5,287,45,0
1068,413.5236593,681.4913249,45,0
1069,461,528,45,0
1070,481.108871,626.9153226,45,0
1071,481.3732057,777.3732057,45,0
1072,501,327,45,0
1073,507.5,474,45,0
1074,565,28,45,0
1075,575,552,45,0
1076,609.9838289,711.4726135,45,0
1077,657.5,604,45,0
1078,704,489,45,0
